L1;L2;L3;L4;L5;L6;L7;L8
regional music;music of Asia;music of East Asia;music of China;Hakka music;Hakka traditional music;;
regional music;music of Asia;music of East Asia;music of China;Hakka music;Hakkapop;;
regional music;music of Asia;music of East Asia;music of China;Han music;;;
regional music;music of Asia;music of East Asia;music of China;music of Hong Kong;Hong Kong cantopop;;
regional music;music of Asia;music of East Asia;music of China;music of Hong Kong;Hong Kong English pop;;
regional music;music of Asia;music of East Asia;music of China;Northwest Wind;;;
regional music;music of Asia;music of East Asia;music of China;political music in China;red music;;
regional music;music of Asia;music of East Asia;music of China;political music in China;revolutionary opera;;
regional music;music of Asia;music of East Asia;music of China;quyi;Er ren zhuan;;
regional music;music of Asia;music of East Asia;music of China;shidaiqu;;;
regional music;music of Asia;music of East Asia;music of China;Shu school;;;
regional music;music of Asia;music of East Asia;music of China;sizhu music;Guangdong music;;
regional music;music of Asia;music of East Asia;music of China;sizhu music;Jiangnan sizhu;Teochew string music;
regional music;music of Asia;music of East Asia;music of China;xinyao;;;
regional music;music of Asia;music of East Asia;music of Japan;Being-kei;;;
regional music;music of Asia;music of East Asia;music of Japan;buchiage trance;;;
regional music;music of Asia;music of East Asia;music of Japan;city pop;neo city pop;;
regional music;music of Asia;music of East Asia;music of Japan;college folk;;;
regional music;music of Asia;music of East Asia;music of Japan;contemporary Japanese music;;;
regional music;music of Asia;music of East Asia;music of Japan;doyo;;;
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;hauta;;
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;jiuta;;
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;jōruri;Gidayūbushi;onna gidayū
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;jōruri;Gidayūbushi;takemoto
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;jōruri;kiyomoto-bushi;
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;Kamigata uta;;
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;nagauta;;
regional music;music of Asia;music of East Asia;music of Japan;early modern Japanese music;utazawa;;
regional music;music of Asia;music of East Asia;music of Japan;eleki;;;
regional music;music of Asia;music of East Asia;music of Japan;enka;enka / kayokyoku;;
regional music;music of Asia;music of East Asia;music of Japan;enka;enka metal;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese classical music;Honkyoku;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese classical music;meiji shinkyoku;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese classical music;shōmyō;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese classical music;sokyoku;Danmono;
regional music;music of Asia;music of East Asia;music of Japan;Japanese classical music;sokyoku;kumiuta;
regional music;music of Asia;music of East Asia;music of Japan;Japanese flamenco;;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;bushi;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;kouta;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;min'yō;Nanbu Ushiouta;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;min'yō;Ōshima bushi;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;Miyako folk music;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;ondo;Aikawa Ondo;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;rōkyoku;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;taiko music;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese folk music;tsugaru-jamisen;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese hip-hop;;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese idol music;alternative idol music;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese jazz;death jazz;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese metal;enka metal;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese punk rock;Japanese hardcore;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese reggae;;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;kayo rock;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;loud rock;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;shimokita-kei;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;utsu rock;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;wahoo rock;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;yakousei;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;yankee rocknroll;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese rock;yotsuchi dance rock;;
regional music;music of Asia;music of East Asia;music of Japan;Japanese ska;;;
regional music;music of Asia;music of East Asia;music of Japan;Japanoise;;;
regional music;music of Asia;music of East Asia;music of Japan;Jtek;;;
regional music;music of Asia;music of East Asia;music of Japan;katarimono;Chikuzen biwa;;
regional music;music of Asia;music of East Asia;music of Japan;katarimono;heikyoku;;
regional music;music of Asia;music of East Asia;music of Japan;katarimono;kōshiki;;
regional music;music of Asia;music of East Asia;music of Japan;katarimono;mōsō biwa;;
regional music;music of Asia;music of East Asia;music of Japan;katarimono;saimon;;
regional music;music of Asia;music of East Asia;music of Japan;katarimono;Satsuma biwa;;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;enka / kayokyoku;;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;group sounds;;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;idol kayō;;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;Akiba-pop;denpa song
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;denpa song;J-core
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;denpa song;moe song
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;j-euro;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;kawaii metal;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;Self-esteem boosting songs;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;J-pop;wa euro;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;mood kayō;;
regional music;music of Asia;music of East Asia;music of Japan;kayōkyoku;techno kayō;;
regional music;music of Asia;music of East Asia;music of Japan;keisatsu uta;;;
regional music;music of Asia;music of East Asia;music of Japan;Mentai rock;;;
regional music;music of Asia;music of East Asia;music of Japan;Meriyasu;;;
regional music;music of Asia;music of East Asia;music of Japan;Mingaku;;;
regional music;music of Asia;music of East Asia;music of Japan;Neo GS;;;
regional music;music of Asia;music of East Asia;music of Japan;new adult music;;;
regional music;music of Asia;music of East Asia;music of Japan;new music;;;
regional music;music of Asia;music of East Asia;music of Japan;noh;;;
regional music;music of Asia;music of East Asia;music of Japan;onkyokei;;;
regional music;music of Asia;music of East Asia;music of Japan;pocochin rock;;;
regional music;music of Asia;music of East Asia;music of Japan;Ryūkōka;;;
regional music;music of Asia;music of East Asia;music of Japan;sankyoku;;;
regional music;music of Asia;music of East Asia;music of Japan;seishun punk;;;
regional music;music of Asia;music of East Asia;music of Japan;Setsuna-kei;;;
regional music;music of Asia;music of East Asia;music of Japan;shinkyoku;;;
regional music;music of Asia;music of East Asia;music of Japan;shōka;;;
regional music;music of Asia;music of East Asia;music of Japan;shōmyō;;;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;biwagaku;mōsō biwa;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;biwagaku;Satsuma biwa;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;gagaku;eikyoku;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;gagaku;komagaku;Kudaragaku
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;gagaku;komagaku;Shiragigaku
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;gagaku;Rin'yūgaku;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;gagaku;Toragaku;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;gagaku;Tōgaku;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;hayashi;debayashi;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;hayashi;matsuri-bayashi;danjiri-bayashi
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;heikyoku;;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;imayō;;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;kabuki music;;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;Kawachi Ondo;;
regional music;music of Asia;music of East Asia;music of Japan;traditional Japanese music;Shingaku;;
